开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,上课时间,掉课率
求真书院,84761013,0,金融工程与衍生品市场,3,汤珂,20,5,20,3-2(全周),15.031438465559706
求真书院,84761023,0,随机分析理论简介,3,FUNAKI TADA…,20,16,20,"2-1(1-12周),1-3(1-12周)",13.156417376094078
求真书院,84761033,0,量子信息科学的物理原理,3,DING DAWEI,20,16,20,4-6(全周),10.620804506045925
求真书院,84761043,0,泰西米勒理论（2）,3,MARKOVIC V…,20,16,20,"5-3(1-12周),3-2(1-12周)",13.401956098389716
求真书院,84761053,0,双曲方程的渐近分析,3,NICOLAS Jea…,20,19,20,"1-4(1-12周),3-4(1-12周)",15.016478915955059
求真书院,84761063,0,深度学习,3,HU GUOQING,20,8,20,3-2(全周),18.567196095757293
求真书院,84761073,0,人工智能中的优化方法,3,牛一帅,20,18,20,"1-2(1-12周),3-4(1-12周)",17.661365689922693
工程师学院,84910022,0,跨领域工程技术创新理论和实践,2,孙凯,0,0,100,"7-4(3,8周),7-3(3,8周),7…",45.89050816285663
工程师学院,84910032,0,跨领域工程创新：方法与实践,2,刘彬,0,0,20,5-4(全周),42.96929645671132
医学院,85000032,0,医学法律与社会问题,2,陈旭岩,0,0,22,(全周),30.06013949669283
医学院,85000083,0,脑疾病的神经科学问题研究,3,杨学军,5,1,10,"4-4(全周),4-3(全周)",18.271516859154943
医学院,85007001,0,高级临床沟通,1,晁爽,0,0,22,(全周),37.86649004330316
医学院,85007011,0,问诊查体强化训练,1,冯莉莉,0,0,5,(全周),39.41708081876446
医学院,85007022,0,治疗学原理与实践,2,董家鸿,0,0,5,(全周),36.767483760258386
医学院,85007051,0,临床肿瘤学,1,李雁,0,0,5,(全周),36.83258405595638
医学院,85007062,0,眼科学,2,WONG…,0,0,5,(全周),35.89260623429547
医学院,85007071,0,外科总论-2,1,罗斌,0,0,5,(全周),35.72045128153158
基础医学院,85010012,0,肿瘤微环境，转移及代谢,2,BASNET…,15,12,30,1-3(全周),13.342449885872304
生医工程学院,85020022,0,微创脑机接口导论,2,ZHANG…,10,7,10,"5-4(后八周),5-3(后八周)",12.899219896335275
生医工程学院,85020032,0,创新生物医药技术的研发和临床转化策略,2,马恺,10,4,20,2-3(全周),19.0687831091796
国际研究生院,85990042,200,科学实验分析,2,刘乐,0,0,30,3-1(全周),45.522406915054646
国际研究生院,85990121,200,互动媒体心理学,1,倪士光,0,0,35,3-2(后八周),35.629469997300404
国际研究生院,85990153,200,量子光学,3,程雪岷,0,0,30,"4-2(6-13周),1-2(6-13周)",31.564165113203565
国际研究生院,85990182,200,工程测量系统,2,王晓浩,0,0,30,1-3(全周),33.00782909572529
国际研究生院,85990243,200,仓储系统建模与分析,3,杨朋,0,0,40,"1-2(前八周),3-4(前八周…",37.51159404832397
国际研究生院,85990293,200,成像光学,3,苏萍,0,0,30,"3-2(后八周),5-2(后八周)",41.29470056266929
国际研究生院,85990302,200,视觉设计原理及应用,2,孙兴,0,0,25,"3-4(后八周),3-3(后八周)",48.100083638457484
国际研究生院,85990312,200,互动媒体（游戏）设计进阶,2,孙兴,0,0,35,2-2(1-11周),35.32876422706125
国际研究生院,85990362,200,叙事表达,2,聂晓梅,0,0,15,"2-4(前八周),2-3(前八周)",30.863554910321263
国际研究生院,85990402,200,水环境修复工程学,2,郭浩,0,0,30,"3-3(前八周),2-4(前八周)",39.798877509935934
国际研究生院,85990462,200,游戏运营,2,孙兴,0,0,25,"3-4(前八周),3-3(前八周)",31.33959817382054
国际研究生院,85990532,200,MEMS加工工艺原理与实践,2,张旻,0,0,10,"3-2(后八周),2-3(后八周)",38.8046045595914
国际研究生院,85990562,200,氢能利用与燃料电池,2,干林,0,0,20,"3-3(前八周),5-2(前八周)",48.38687511774137
国际研究生院,85990582,200,大气污染控制案例分析,2,付晓,0,0,25,"2-2(1-7周),6-4(4周),6-…",47.108215338986184
国际研究生院,85990612,200,生物组织物理模型与医学应用,2,曾楠,0,0,50,5-2(全周),30.587199698615237
国际研究生院,85990672,200,动作捕捉技术原理及实践,2,孙兴,0,0,25,"1-4(前八周),1-3(前八周)",42.17196657736647
国际研究生院,85990683,200,多尺度材料设计与表征,3,温博华,0,0,30,"1-6(1-13周),4-6(9-10,1…",47.75338549746846
国际研究生院,85990703,200,生态系统风险、管理和工程,3,CONVERTINO…,0,0,20,"2-2(1-12周),3-2(1-12周)",40.84945172232701
国际研究生院,85990752,200,功能有机框架材料,2,陈振,0,0,40,5-3(全周),40.513604912465865
国际研究生院,85990763,200,微纳电磁材料,3,宋清华,0,0,30,5-2(全周),36.06994380677916
国际研究生院,85990792,200,化工原理及海洋应用,2,YIN ZHENYUAN,0,0,20,4-1(全周),37.69611246785342
国际研究生院,85990802,200,系统生态学基础,2,蔡中华,0,0,30,3-6(全周),48.34020383525831
国际研究生院,85990822,200,海洋油气管道工程,2,王恩浩,0,0,30,"3-2(前八周),2-2(前八周)",43.37437644951812
国际研究生院,85990862,200,海洋大气数值模拟,2,陈胜利,0,0,30,"4-1(前八周),2-1(前八周)",41.61969286720227
国际研究生院,85990872,200,流固耦合方法与仿真,2,曹顺翔,0,0,20,"4-2(前八周),5-2(前八周)",31.97494376259041
国际研究生院,85990882,200,机器学习及在城市大数据分析中的应用,2,张一,0,0,30,3-2(全周),88.75935315419706
国际研究生院,85990932,200,系统生物学前沿,2,刘晓,0,0,20,"3-3(4-14周),3-4(5-14周)",44.54271614522447
国际研究生院,85991002,200,能源与大气环境,2,洪朝鹏,0,0,30,"5-3(前八周),2-4(前八周)",47.61993813079869
国际研究生院,85991082,200,海上风电优化,2,沈欣炜,0,0,50,5-2(全周),48.21195556561886
国际研究生院,85991112,200,互动媒体中国故事实践,2,孙兴,0,0,15,(14-16周),36.0255328030637
国际研究生院,85991133,200,高级微处理器设计,3,谭章熹,0,0,30,"6-3(全周),3-6(全周)",41.13188871333827
国际研究生院,85991242,200,非线性控制原理与应用,2,任政儒,0,0,20,2-6(全周),43.096130423999014
国际研究生院,85991253,200,无线光通信技术,3,关迅,0,0,25,"3-4(全周),3-3(全周)",45.18357832886183
国际研究生院,85991262,200,强化学习,2,唐彦嵩,0,0,25,4-2(1-11周),40.78864441250069
国际研究生院,85991273,200,半导体器件,3,任磊,0,0,30,"2-4(全周),2-3(全周)",44.41660564441294
国际研究生院,85991282,200,基于图像的药物发现:从实验到临床应用,2,TATSUHISA…,0,0,16,"1-4(12-15周),1-3(12-1…",33.983069101701815
国际研究生院,85991313,200,有机半导体的光物理性质,3,Safakath Ka…,0,0,25,"1-2(前八周),3-2(前八周)",41.82079554394165
国际研究生院,85991372,200,材料基因工程与大科学装置,2,柳明,0,0,30,4-2(全周),45.041272332514055
国际研究生院,85991382,200,海洋天然气水合物前沿进展,2,訾牧聪,0,0,20,"5-2(9-12,14-15周),4-2(…",35.5271645051737
国际研究生院,85991402,200,海水资源综合利用,2,陈谦,0,0,20,1-4(全周),45.48613135415796
国际研究生院,85991502,200,建筑能源系统与数据分析,2,林冠婧,0,0,30,1-2(全周),40.77677121020709
国际研究生院,85991522,200,生态与环境科学的实地调查,2,Ana Rita Pe…,0,0,20,"4-2(1-4,6-7,9-10周),6-…",46.94835241596541
国际研究生院,85991533,200,环境、社会和治理（ESG）可持续发展评估,3,Jong Mui C…,0,0,30,"1-4(前八周),1-3(前八…",32.31648728248281
国际研究生院,85991582,200,设计到生产：机器人组装,2,Peter Bus,0,0,30,3-3(全周),45.15477696801799
国际研究生院,85991602,200,未来人居研究,2,Peter John…,0,0,30,"2-2(1-4周),4-2(1-4周),…",30.614606037208322
国际研究生院,85991613,200,预测性机器学习,3,LI YANG,0,0,30,3-2(全周),94.62151381177739
国际研究生院,85991622,200,物理纳米器件和微系统的数值仿真,2,董恺琛,0,0,30,3-4(全周),49.44181184831129
国际研究生院,85991633,200,高等环境微生物学,3,杨云锋,0,0,20,"4-1(前八周),6-4(5-8周)…",44.263729449184126
国际研究生院,85991642,200,环境管理及案例分析,2,郭浩,0,0,30,"3-6(前八周),2-3(前八周)",36.60865156283054
国际研究生院,85991652,200,计算系统生物学实验,2,李斐然,0,0,20,"5-4(9-12周),5-3(9-12…",49.10596507132672
国际研究生院,85991663,200,化学药物发现的原理与实验（英）,3,王润铭,0,0,20,"1-3(1-12周),3-4(1-12周)",38.78288908319007
国际研究生院,85991692,200,海洋建筑材料原理及应用,2,Avik Ku…,0,0,35,"7-2(1周),2-3(3-6周),3-…",45.77206081845405
国际研究生院,85991703,200,海洋工程中的人工智能,3,廖然,0,0,20,1-2(全周),92.1920748426973
清华-伯克利深圳学院,86000012,200,纳米能源材料,2,雷钰,0,0,20,"1-3(6-13周),3-2(6-13周)",41.38076251513233
清华-伯克利深圳学院,86000122,200,微传感器,2,王晓浩,0,0,15,5-2(全周),48.04143018473287
清华-伯克利深圳学院,86000202,200,计算机辅助组织工程,2,弥胜利,0,0,30,"3-3(前八周),3-4(2,4,6-…",80.83529189103422
清华-伯克利深圳学院,86000221,200,转化研究（C),1,马岚,0,0,30,5-1(前八周),31.25485502296717
清华-伯克利深圳学院,86000383,200,材料化学,3,刘碧录,0,0,20,"2-2(1-12周),1-2(1-12周)",46.71553397158392
清华-伯克利深圳学院,86000553,200,再生医学技术进展,3,马少华,0,0,30,"1-2(前八周),3-2(前八周)",31.724456572524915
清华-伯克利深圳学院,86000573,200,光纤通信,3,付红岩,0,0,30,4-2(全周),36.42042563215935
清华-伯克利深圳学院,86000593,200,排队论及其应用,3,KHAN F…,0,0,40,"5-4(全周),5-3(全周)",30.076638712144796
清华-伯克利深圳学院,86000603,200,计算摄像学,3,黄儒麒,0,0,30,1-2(全周),41.73240198925059
清华-伯克利深圳学院,86000663,200,材料科学与工程,3,丘陵,0,0,20,"3-4(前八周),3-3(前八周…",32.072383731150374
清华-伯克利深圳学院,86000723,200,电力系统计算方法,3,许银亮,0,0,25,"1-4(全周),1-3(全周)",36.27806362631316
清华-伯克利深圳学院,86000773,200,数理方程在工程科学中的实践,3,韦国丹,0,0,30,"5-2(后八周),4-2(后八周)",39.7824764062731
清华-伯克利深圳学院,86000843,200,统计力学与分子模拟简介,3,余旷,0,0,25,"2-4(全周),2-3(全周)",39.137053754650594
清华-伯克利深圳学院,86000873,200,环境污染物监测与分析,3,黄宇雄,0,0,20,"6-2(3-5周),4-6(前八周),…",34.530829849529965
清华-伯克利深圳学院,86000893,200,微纳尺度能量输运,3,孙波,0,0,20,"3-5(后八周),3-4(后八…",32.26888979617244
清华-伯克利深圳学院,86000913,200,贝叶斯学习与数据分析,3,Kuruoglu…,0,0,30,"2-2(1-7,9-13周),4-2(1-…",38.23045189670553
清华-伯克利深圳学院,86000923,200,高级信号处理：方法与实践,3,丁文伯,0,0,30,"3-4(全周),3-3(全周)",33.90548597059581
清华-伯克利深圳学院,86000953,200,材料学计算技术入门,3,侯廷政,0,0,30,4-6(全周),46.09032763141988
清华-伯克利深圳学院,86001003,200,可持续能源中的材料与器件,3,周光敏,0,0,20,"3-4(5-7,9-13周),3-3(5-…",46.07622994435686
清华-伯克利深圳学院,86001013,200,柔性材料与电子器件,3,徐晓敏,0,0,30,"1-2(1-12周),3-2(1-12周)",30.202902254904625
清华-伯克利深圳学院,86001022,200,柔性传感技术及应用,2,董瑛,0,0,20,3-1(全周),39.00149033578192
清华-伯克利深圳学院,86001073,200,传染病原理,3,Edwin L…,0,0,25,"2-5(全周),2-4(全周)",39.49900911388952
清华-伯克利深圳学院,86001083,200,大偏差与高维统计,3,黄绍伦,0,0,20,1-2(全周),31.944211525437865
清华大学全球创新学院,86010033,0,统计机器学习,3,苏航,0,0,30,"4-2(前八周),2-2(前八周)",87.76479691769265
建筑学院,90000101,0,风景园林学研究前沿,1,曹越,0,0,15,5-1(前八周),34.23813109232186
水利系,90040012,0,水利工程学科前沿系列讲座,2,李丹勋,0,0,160,5-4(全周),48.086772961653594
精仪系,90130072,0,光学工程英文科技论文写作,2,孙洪波,0,0,35,1-1(全周),37.13920475623318
工业工程系,90160112,0,随机优化,2,赵晓波,0,0,30,2-2(全周),39.89531670816455
工业工程系,90160133,0,工业工程博士生研讨课,3,赵晓波,0,0,200,"5-4(全周),5-3(全周)",32.45553141727287
统计系,90160173,0,高等概率论II,3,刘汉中,0,0,30,3-2(全周),36.25122235374399
统计系,90160193,0,函数型数据分析,3,YANG LI…,0,0,30,1-2(全周),41.36379825945812
工业工程系,90160203,0,可靠性工程与风险管理,3,李彦夫,10,10,20,"2-4(全周),2-3(全周)",15.94513354461057
统计系,90160213,0,高等数理统计 II,3,林乾,0,0,30,4-2(全周),44.81710350061594
统计系,90160243,0,高等统计选讲（III）,3,陈松蹊,20,12,30,"2-4(全周),2-3(全周)",12.502980434419872
电子系,90230021,1,电子学与通信学科前沿（2）,1,杨华中,0,0,90,"3-4(2-16周),3-3(2-16周)",37.31581068648016
电子系,90230021,2,电子学与通信学科前沿（2）,1,吴及,0,0,90,"3-4(2-16周),3-3(2-16周)",45.63397631936937
电子系,90230021,200,电子学与通信学科前沿（2）,1,廖庆敏,0,0,25,2-3(前八周),40.71327881512473
航院,90330063,0,高等固体力学,3,吴坚,3,2,35,"3-4(全周),3-3(全周)",14.216985467238263
材料学院,90350011,0,材料科学前沿,1,王晓慧,0,0,34,5-4(前八周),44.189750221918786
材料学院,90350011,200,材料科学前沿,1,李宝华,0,0,140,"3-6(前八周),5-4(前八周)",35.20731473459227
数学系,90420083,0,调和分析引论,3,胡家信,15,12,20,2-2(全周),13.928603277700773
数学系,90420164,0,几何专题,4,李海中,5,3,15,"1-6(全周),3-6(全周)",17.6290095863268
物理系,90430012,0,近代物理新进展,2,阮东,5,3,30,5-4(全周),18.22078893084334
生命学院,90450021,0,科学写作基本要素,1,谢道昕,0,0,10,2-2(前八周),38.91986550442981
生命学院,90450063,0,遗传发育生物学专题讨论,3,张数一,0,0,60,"2-2(全周),2-1(全周),4-2…",41.389189389998776
生命学院,90450073,0,分子细胞生物学专题讨论,3,朱可可,0,0,80,"2-4(全周),2-3(全周),4-4…",44.73931200772691
生命学院,90450223,0,脑与认知科学II,3,时松海,0,0,50,2-2(全周),39.51344636636023
交叉信息院,90470011,0,人工智能芯片算法硬件协同设计：最新前沿,1,马恺声,15,4,15,1-6(前八周),13.257249116115803
交叉信息院,90470043,0,量子传感与量子计量,3,侯攀宇,10,8,20,2-2(全周),15.080567697138394
经管学院,90510043,0,高级计量经济学II,3,冯颖杰,0,0,70,3-2(全周),47.408017651794964
经管学院,90510063,0,高级微观经济学II,3,周俊杰,0,0,80,"2-2(1-12周),2-1(1-12周)",49.93810466917003
经管学院,90510073,0,经验会计研究,3,JIA NING,0,0,15,"3-4(全周),3-3(全周)",46.31639453712101
经管学院,90510113,0,高级会计理论,3,张为国,0,0,10,(全周),30.364123443985257
经管学院,90510193,0,高级资本市场理论,3,张丽宏,0,0,30,4-2(全周),45.415027476369005
经管学院,90510203,0,高级公司财务理论,3,何平,0,0,30,"5-2(1-12周),5-1(1-12周)",37.94881103140395
经管学院,90510302,0,创业研究,2,李习保,0,0,15,"4-2(前八周),4-1(前八周)",32.039371560198724
经管学院,90510312,0,组织、环境、竞争优势,2,王毅,0,0,15,"3-4(后八周),3-3(后八周)",44.496064104161306
经管学院,90510402,0,高级宏观经济学IIa,2,董丰,0,0,30,"1-2(前八周),1-1(前八周)",39.13979730676303
经管学院,90510412,0,高级宏观经济学IIb,2,刘庆,0,0,30,1-6(后八周),32.348581426604085
经管学院,90510492,0,应用微观计量经济学,2,冯颖杰,0,0,30,3-4(全周),30.067803047566947
经管学院,90510523,0,营销模型研究 I,3,梁屹天,0,0,15,"3-4(5-16周),3-3(5-16周)",38.28324307526108
经管学院,90510543,0,消费者行为研究I：判断与决策,3,黄靓,0,0,15,"5-4(5-16周),5-3(5-16周)",36.56689747889997
经管学院,90510563,1,管理与组织进阶专题：文化双融观点,3,高祥宇,0,0,20,"2-4(1-12周),2-3(1-12周)",30.09261168621393
经管学院,90510563,2,管理与组织进阶专题：文化双融观点,3,张慧妍,0,0,20,"2-4(1-12周),2-3(1-12周)",48.89078166342288
经管学院,90510573,0,宏观管理理论,3,郭依迪,0,0,30,"5-4(1-12周),5-3(1-12周)",46.340397668184295
经管学院,90510633,1,管理研究方法II,3,卢舒野,0,0,20,"3-1(1-12周),3-2(1-12周)",40.13908208653031
经管学院,90510633,2,管理研究方法II,3,张慧妍,0,0,20,"3-4(5-16周),3-3(5-16周)",49.423771174762706
经管学院,90510643,0,营销定性研究,3,刘茜,0,0,15,"3-2(5-16周),3-1(5-16周)",31.150303937285265
经管学院,90510653,0,营销模型研究II,3,梁屹天,0,0,15,"2-4(5-16周),2-3(5-16周)",37.67489648883442
经管学院,90510671,0,博士第一学年论文,1,罗婷,0,0,8,(全周),33.734192734968396
经管学院,90510681,0,管理科学与工程学科研讨课,1,叶青,0,0,20,"4-2(9-10,12-13周),4-1(…",32.59943745618155
经管学院,90510721,0,管理科学和信息系统研究中的计量模型,1,谭勇,0,0,30,(全周),34.77541599299566
经管学院,90510733,0,高级管理会计研究专题,3,陈晓,0,0,8,"1-4(1-12周),1-3(1-12周)",40.59840713879916
经管学院,90510783,0,组织管理研究的理论构建,3,李宁,0,0,20,"1-4(1-12周),1-3(1-12周)",39.69803431915493
经管学院,90510813,0,中国经济专题研究,3,姚雯,0,0,20,"2-4(5-16周),2-3(5-16周)",45.597066649809896
经管学院,90510843,0,动态规划,3,叶青,0,0,30,"3-1(1-12周),3-2(1-12周)",45.92884746895809
经管学院,90510873,0,人工智能、大数据和资本市场研究,3,尤海峰,0,0,20,"1-2(后八周),2-4(后八…",81.92154440027964
经管学院,90510883,0,政策评估的定量分析方法,3,陆毅,0,0,40,4-2(全周),49.45445666810805
公管学院,90590023,0,公共政策前沿－国际政治经济分析,3,GOLOMBIEWSKI…,0,0,50,"7-4(9-14周),7-3(9-14…",34.78154447110764
公管学院,90590033,0,公共政策II,3,赵静,0,0,50,"1-4(全周),1-3(全周)",40.23775591387705
公管学院,90590133,0,科技、环境和社会政策,3,张芳,0,0,25,1-6(全周),30.43022602885995
公管学院,90590243,0,组织理论II,3,沈群红,0,0,45,"3-4(全周),3-3(全周)",38.97772227311391
公管学院,90590333,0,社会学Ⅱ,3,蒙克,0,0,45,1-2(全周),37.680807634048215
公管学院,90590343,0,定量研究方法II,3,杨永恒,0,0,50,3-2(全周),49.75623917094447
