开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,上课时间,掉课率
经管学院,30510863,0,发展经济学,3,施新政,55,26,0,2-2(全周),14.74089280661996
经管学院,30510973,1,计量经济学（1）,3,冯颖杰,120,28,20,1-2(全周),10.865282586927606
经管学院,30510973,2,计量经济学（1）,3,冯颖杰,140,3,0,1-6(全周),15.018805022339425
经管学院,30510992,0,战略管理,2,徐明弢,20,9,0,"3-1(后八周),4-2(后八周)",14.484059470762851
经管学院,30511053,1,公司金融,3,沈涛,120,74,0,"1-4(全周),1-3(全周)",12.712143751472507
经管学院,30511053,2,公司金融,3,尹程,100,0,0,2-6(全周),36.90008634581636
经管学院,30511073,0,计算机语言与程序设计,3,林志杰,105,9,0,3-6(全周),18.903402543115554
经管学院,30511093,0,计算机系统与网络原理,3,郭迅华,50,14,0,5-2(全周),15.269373654869494
经管学院,30511113,1,信息管理导论,3,卫强,170,7,0,"1-4(全周),1-3(全周)",18.8986571318699
经管学院,30511113,2,信息管理导论,3,卫强,170,32,0,"5-4(全周),5-3(全周)",12.081724613943713
经管学院,30511121,1,新生专题研讨(1),1,王毅,18,6,0,4-1(前八周),12.317923080514095
经管学院,30511121,2,新生专题研讨(1),1,陈荣,18,0,0,4-6(前八周),33.85292991737055
经管学院,30511121,3,新生专题研讨(1),1,胡左浩,18,0,0,4-1(前八周),35.88848748284721
经管学院,30511121,4,新生专题研讨(1),1,刘文静,18,0,0,4-6(前八周),49.672666304649276
经管学院,30511121,5,新生专题研讨(1),1,陆毅,18,0,0,4-3(双周),35.91581888704679
经管学院,30511121,6,新生专题研讨(1),1,曹静,18,8,0,6-3(7-14周),10.508876319799684
经管学院,30511121,7,新生专题研讨(1),1,金勇军,18,7,0,3-1(后八周),11.954862152914153
经管学院,30511131,1,新生专题研讨(2),1,何平,18,0,0,3-1(前八周),35.99369775581753
经管学院,30511131,2,新生专题研讨(2),1,冯润桓,18,6,0,3-6(后八周),14.47864126140848
经管学院,30511131,3,新生专题研讨(2),1,张海燕,18,0,0,3-1(前八周),39.11993495723864
经管学院,30511131,5,新生专题研讨(2),1,陈剑,18,10,0,3-6(前八周),10.747555529814182
经管学院,30511131,6,新生专题研讨(2),1,刘登攀,18,4,0,5-1(后八周),11.833066712823978
经管学院,30511131,7,新生专题研讨(2),1,JIA NING,18,0,0,3-6(前八周),43.25781067344823
经管学院,30511142,0,领导力开发,2,吴志明,50,1,0,1-2(全周),12.613620504625764
公管学院,30590023,0,社会研究方法,3,刘志林,30,17,0,"7-4(全周),7-3(全周)",15.885999651788893
公管学院,30590062,0,公共管理实践,2,周绍杰,60,31,0,(全周),14.569525453437528
中文系,30630064,0,现代汉语(1),4,王小宁,0,0,0,"3-4(全周),5-4(全周)",31.647025801408525
中文系,30631274,0,汉语听力(2),4,余蕾,0,0,0,"2-3(全周),1-3(全周)",46.753533388223424
中文系,30631284,0,汉语精读(2),4,王小宁,0,0,0,"3-3(全周),5-3(全周)",38.217721752376136
中文系,30631714,0,汉语口语（2）,4,余蕾,0,0,0,"2-2(全周),1-2(全周)",48.41193690687538
中文系,30631772,0,汉语知识,2,彭金玉,0,0,0,5-2(全周),46.47484889703723
外文系,30640132,0,英语听力(2),2,MOK AN…,30,16,0,2-3(全周),14.433944290609809
外文系,30641352,0,日本语言研究基础,2,赵蓉,30,14,0,1-2(全周),12.959275007992831
外文系,30641362,0,日语论文写作指导,2,王成,32,19,0,2-2(全周),12.505649365217579
外文系,30641422,0,英国维多利亚时期文学,2,吴娟娟,20,0,0,2-3(全周),31.713185734017316
外文系,30641922,0,日语听说(2),2,赵蓉,30,1,0,5-2(全周),12.383830631001754
外文系,30642033,0,语言与认知,3,杨小璐,25,4,0,4-6(全周),16.166451435196404
外文系,30642064,0,中级日语语法辨析(2),4,陈朝辉,20,3,0,"2-4(全周),1-4(全周)",19.065585491080633
外文系,30642093,0,阅读与思辨 （2）,3,吴霞,20,2,0,"5-4(全周),5-3(全周)",19.03392315562715
外文系,30642103,0,社会语言学,3,董洁,25,0,0,1-2(全周),44.26150652006261
外文系,30642143,0,古典日语语法,3,FUJIMOTO…,20,12,0,4-2(全周),19.993812224229863
外文系,30642174,0,写作与思辨（2）,4,曹莉,30,17,0,"4-2(全周),4-1(全周)",15.193923697671881
法学院,30660062,0,证据学,2,易延友,25,2,5,1-1(全周),16.314668660950517
法学院,30660112,0,经济法总论,2,张晨颖,110,47,5,2-1(全周),14.985816755069834
法学院,30660173,0,中国法律思想史,3,苏亦工,65,61,5,1-2(全周),18.086031125793706
法学院,30660233,0,行政法学,3,余凌云,120,37,5,5-2(全周),19.42059682506257
新闻学院,30670273,90,新闻学原理,3,吴璟薇,30,11,5,2-2(全周),18.06454227814079
新闻学院,30670293,90,初级新闻采写,3,李希光,30,20,5,3-2(全周),17.077524953670487
新闻学院,30670383,90,新闻评论,3,周庆安,28,13,5,1-2(全周),15.279182684601498
新闻学院,30670413,90,媒介伦理与法规,3,戴佳,28,14,5,"3-4(全周),3-3(全周)",17.76734423873278
新闻学院,30670583,90,公共关系与战略传播,3,张莉,30,8,5,3-2(全周),19.52860516882672
马克思主义学院,30680093,0,中华优秀传统文化概论,3,邹广文,25,0,0,2-2(全周),46.48836169621885
马克思主义学院,30680113,0,马克思主义与现代科技发展,3,肖广岭,25,1,0,3-2(全周),15.728769178030053
马克思主义学院,30680143,0,马克思主义发展史,3,李惠斌,25,0,0,1-2(全周),38.70770982636302
马克思主义学院,30680162,0,科学社会主义经典著作导读,2,王传利,25,2,0,4-2(全周),12.675614232289917
马克思主义学院,30680172,0,中国特色社会主义理论体系,2,解安,25,0,0,1-4(全周),42.574411663828755
马克思主义学院,30680202,0,科学社会主义概论,2,刘书林,25,3,0,2-3(全周),14.87993621446984
马克思主义学院,30680272,0,马克思主义政治经济学（下）,2,朱安东,25,1,0,1-3(全周),13.95590407856617
马克思主义学院,30680302,0,学年论文,2,张牧云,25,1,0,(全周),15.39520630165627
人文学院,30690084,0,中国古代文学史（1）,4,马银琴,50,35,0,"5-2(全周),2-2(全周)",15.919802456551814
人文学院,30690193,0,文学理论,3,张颖,40,4,0,2-2(全周),13.472079516395635
人文学院,30690254,0,中国古代文学史（3）,4,周绚隆,50,30,0,"2-2(全周),1-2(全周)",16.07430342975711
人文学院,30690513,0,语文学与人文科学研究,3,沈卫荣,52,29,0,"3-4(后八周),3-3(后八…",17.615908494713295
人文学院,30690552,0,逻辑学基础理论,2,WESTERSTAHL…,40,20,5,"1-4(前八周),3-4(前八周)",17.67232389755552
人文学院,30690562,0,模态逻辑及其应用,2,SELIGMAN JER…,40,19,5,"3-4(后八周),1-4(后八周)",11.543351894655114
人文学院,30690613,0,中国当代文学史,3,陈国平,50,10,0,"3-4(全周),3-3(全周)",14.470293304578515
人文学院,30690643,0,先秦哲学,3,丁四新,40,15,10,"3-4(全周),3-3(全周)",10.124730515571681
人文学院,30690783,0,隋唐佛学,3,圣凯,40,2,10,4-2(全周),19.058953372324723
人文学院,30690793,0,中国古代文学理论批评,3,严程,50,41,0,2-2(全周),14.565178455169816
人文学院,30690813,0,考古学概论,3,韦正,30,20,0,"3-4(前八周),3-3(前八…",19.891955302375592
人文学院,30690873,0,中国现当代文学经典研读,3,袁先欣,50,0,0,3-6(全周),34.179752024629416
人文学院,30690883,0,中国社会史,3,阿风,40,2,5,3-6(全周),14.543441662608888
人文学院,30690893,0,中国近代思想史,3,李欣然,30,0,0,"3-4(全周),3-3(全周)",35.690168078195
人文学院,30690903,0,西方马克思主义,3,夏莹,55,16,0,3-2(全周),10.220933884293165
人文学院,30690913,0,语言哲学,3,TANG H…,30,1,3,2-2(全周),15.556987638450874
人文学院,30690933,0,《肇论》研读,3,圣凯,35,13,0,3-2(全周),12.170931937678233
人文学院,30690953,0,战国文字通论与资料选读,3,石小力,25,11,0,2-2(全周),10.577422771744008
社科学院,30700113,0,中国社会,3,应星,50,0,0,1-6(全周),33.062886360259085
社科学院,30700123,0,发展经济学,3,孙震,60,0,0,2-6(全周),30.744077829866775
社科学院,30700283,0,社会学概论,3,晋军,100,2,0,4-6(全周),15.826239029709814
社科学院,30700383,0,社会科学统计学入门,3,孙凤,40,12,0,5-2(全周),12.674891361678775
社科学院,30700393,0,人格心理学,3,王非,180,52,0,2-6(全周),12.082351256799027
社科学院,30700403,0,认知心理学,3,严超赣,120,66,20,"3-4(全周),3-3(全周)",16.1864945683812
社科学院,30700423,0,实验心理学实验,3,宛小昂,30,6,0,"5-2(1-10周),5-1(1-9周)",18.547947102157135
社科学院,30700433,0,社会心理学,3,彭凯平,180,38,0,1-6(全周),10.20388947079422
社科学院,30700452,0,国际关系定量分析基础,2,陈冲,30,15,0,"2-4(前八周),2-3(前八…",10.690691023374068
社科学院,30700493,0,异常心理学,3,牟文婷,40,4,0,1-2(全周),13.85758865316653
社科学院,30700533,0,比较政治学基础,3,史志钦,30,1,0,5-2(全周),16.1772637600823
社科学院,30700633,0,社会调查与研究方法（2）,3,晋军,75,51,0,"1-4(全周),1-3(全周)",14.513889483655054
社科学院,30700682,90,现代化与全球化思想研究,2,唐晓阳,30,8,0,1-4(全周),17.2949869955763
社科学院,30700763,0,中国经济分析,3,靳卫萍,60,0,0,1-6(全周),44.96452446054673
社科学院,30700853,0,中国政治思想史,3,任剑涛,30,10,0,"3-4(全周),3-3(全周)",18.13684714618612
社科学院,30700913,0,健康心理学,3,刘静远,50,8,0,4-2(全周),13.746679284495496
社科学院,30700963,0,国际安全概论,3,陈冲,30,8,0,1-2(全周),18.109600164196497
社科学院,30700973,0,普通心理学,3,伍珍,60,8,0,2-2(全周),17.752895022355247
社科学院,30700993,0,计量经济学(2),3,JIN SAI…,70,17,6,4-2(全周),17.004194531717133
社科学院,30701012,0,前沿创新研究：认知神经智能(2),2,刘嘉,12,5,0,(全周),15.625852718241482
社科学院,30701022,0,新制度经济学,2,龙登高,50,30,0,3-2(全周),19.170310838046067
社科学院,30701031,0,心理测量,1,钱静,30,9,0,2-2(后八周),16.15288773565109
体育部,30720112,0,运动训练A(2),2,刘爽,30,29,0,(全周),13.186310949529148
体育部,30720132,0,运动训练A(4),2,刘爽,30,14,0,(全周),12.313821266444258
体育部,30720152,0,运动训练A(6),2,刘爽,30,20,0,(全周),17.655667303688098
体育部,30720172,0,运动训练A(8),2,刘爽,30,15,0,(全周),10.579561889723923
体育部,30720222,1,航空体育（男）（2）,2,姜来,25,0,0,"3-3(全周),6-1(全周),…",30.95834574036687
体育部,30720222,2,航空体育（男）（2）,2,田奇乐,25,1,0,"3-3(全周),6-1(全周),…",18.09197065443917
体育部,30720242,0,航空体育（男）（4）,2,张继东,50,16,0,"6-1(全周),5-3(全周),…",14.642666745904648
体育部,30720262,0,航空体育（男）（6）,2,赵青,50,23,0,"3-3(全周),6-1(全周),…",17.465308190803732
艺教中心,30780123,90,和声与曲式,3,谢鹏,20,11,5,"1-5(全周),1-4(全周)",15.570113381858608
艺教中心,30780143,90,作曲与配器,3,谢鹏,20,13,5,1-6(全周),16.69394329611177
艺教中心,30780152,90,应用作曲与电子音乐设计,2,程远,13,0,2,"2-6(7-16周),2-6(1-6周)",32.084710843905135
美术学院,30800154,0,素描,4,宋克,35,8,0,"4-2(前八周),4-1(前八…",16.738955918795355
美术学院,30800335,0,素描,5,曾成钢,20,5,0,"3-1(1-4周),4-2(1-4周…",16.010961233045435
美术学院,30802402,0,界面设计,2,张茫茫,35,11,0,"1-4(前八周),1-3(前八…",10.773381828023531
美术学院,30802823,0,立体裁剪（2）,3,李薇,20,2,0,"5-2(1-4周),5-1(1-4周),1…",14.995377407231661
美术学院,30802853,0,平面裁剪（2）,3,朱小珊,20,2,0,"1-2(5-8周),1-1(5-8周),3…",15.207994556917516
